ID,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24,2023-04-25
3393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3394,0,0,0,0,1,1,2,2,2,2,3,3,3,4,4,4,4,4,5,5,5
3395,22,22,22,22,21,21,21,21,21,21,20,20,20,20,20,20,20,20,19,19,19
3396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3402,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
3403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3405,0,0,0,0,1,1,1,2,2,2,3,3,4,4,4,4,5,5,5,5,6
3406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3409,146,122,101,96,97,97,97,94,90,86,85,86,88,88,85,82,78,77,78,79,80
3410,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
3411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3413,41,37,34,33,33,33,33,32,31,31,30,30,30,30,30,29,28,28,28,28,28
3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3415,0,0,0,1,3,5,7,8,9,9,11,13,14,15,16,17,18,19,20,21,22
3416,0,0,0,0,3,5,7,8,10,11,12,15,17,18,19,21,22,23,24,25,26
3417,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2
3418,11,13,14,15,16,17,18,18,18,19,19,20,21,21,22,22,22,22,23,23,24
3419,0,0,0,0,1,1,2,2,2,2,3,3,4,4,4,4,4,5,5,5,5
3420,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
3421,0,0,2,4,8,10,13,15,16,17,19,22,25,27,28,30,31,32,34,36,37
3422,0,0,0,0,1,2,3,3,3,4,4,5,6,6,6,7,7,7,8,8,8
3423,0,0,0,0,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5,6
3424,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
3425,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
3426,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11
3427,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
3428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3429,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3431,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
3432,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3433,0,0,0,1,2,3,4,5,5,5,6,7,8,9,10,10,10,11,12,12,13
3434,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3435,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
3436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3437,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
3438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
3439,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
3440,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3441,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3443,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
3444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3445,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3446,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
3447,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5
3448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3450,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3451,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3459,41,37,33,32,32,32,32,31,31,30,29,29,30,30,29,28,28,28,27,28,28
3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3461,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
3462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3464,0,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
3465,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
3466,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3468,1,3,5,6,6,7,8,8,9,9,10,10,11,11,12,12,13,13,13,14,14
3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3480,0,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
3481,795,917,968,989,991,1004,1022,1031,1045,1047,1040,1044,1049,1049,1056,1062,1065,1066,1060,1057,1070
3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3484,0,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5
3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3486,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
3487,66,59,53,52,51,52,52,51,49,48,47,48,48,48,47,46,44,44,44,44,45
3488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3489,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
3490,25,22,20,20,20,20,20,19,19,18,18,18,18,18,18,17,17,17,17,17,17
3491,0,0,2,3,5,6,7,8,8,9,10,11,12,12,13,14,14,15,15,16,16
3492,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3493,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3495,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
3496,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
3497,21,18,16,16,16,16,16,15,15,14,14,14,14,14,14,14,13,13,13,13,13
3498,14,12,11,10,10,10,10,10,10,9,9,9,9,9,9,9,9,8,8,9,9
3499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3500,11,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8
3501,18,16,13,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,11
3502,21,19,18,17,17,17,17,17,16,16,16,16,16,16,16,15,15,15,15,15,15
3503,0,2,4,6,7,8,9,10,10,11,12,13,14,14,15,16,16,17,17,18,18
3504,5,12,16,19,21,23,25,26,28,29,30,32,33,35,36,37,38,39,40,40,41
3505,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
3506,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3
3507,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3508,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3509,15,14,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,11,11
3510,25,23,20,20,20,20,20,19,19,19,18,18,18,18,18,18,17,17,17,17,17
3511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
3513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3514,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5
3515,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
3516,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
3517,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3519,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3524,0,0,1,2,2,2,3,3,4,4,4,5,5,5,6,6,6,6,7,7,7
3525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3526,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
3527,0,0,5,7,10,12,14,15,17,18,20,22,24,25,26,28,29,30,31,32,33
3528,0,0,5,7,10,12,14,15,17,18,20,22,24,25,26,28,29,30,31,32,33
3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3532,0,0,0,0,0,0,0,1,3,4,7,10,14,16,18,20,21,23,25,27,29
3533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3534,13,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9
3535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3541,12,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9
3542,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3
3543,31,32,32,32,31,31,31,31,31,30,30,30,29,29,29,29,29,28,28,28,28
3544,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3545,37,36,36,36,35,35,34,34,34,33,33,33,32,32,32,31,31,31,31,30,30
3546,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
3547,38,37,35,35,34,34,34,34,33,33,32,32,32,32,31,31,31,30,30,30,30
3548,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3549,14,14,14,14,13,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13
3550,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3551,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3552,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3553,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
3554,12,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8
3555,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
3556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3559,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
3560,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
3561,4,5,6,6,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,10,10
3562,8,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3566,9,8,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3568,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3
3569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3571,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3572,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
3575,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
3576,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3577,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3579,0,0,0,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
3580,60,54,48,47,46,46,46,46,44,43,42,43,43,43,42,41,40,39,39,40,40
3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3582,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3583,24,24,24,24,23,24,24,24,24,23,23,23,23,23,23,23,23,22,22,22,22
3584,92,84,77,74,74,74,74,73,71,70,68,69,69,69,68,66,65,64,64,64,64
3585,314,297,276,270,267,270,270,266,261,257,252,253,254,252,249,244,240,238,237,236,238
3586,41,42,41,41,40,40,41,40,40,40,39,39,39,39,39,38,38,38,37,37,37
3587,26,26,24,24,24,24,24,24,24,24,23,23,23,23,23,23,22,22,22,22,22
3588,100,96,90,89,88,89,89,88,86,85,84,84,84,83,83,81,80,79,79,79,79
3589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3590,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3591,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3592,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
3593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3595,11,10,10,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8
3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
3598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3607,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
3608,9,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6
3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3610,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
3611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3615,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3617,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
3618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3620,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3621,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5
3622,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3623,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3626,1,8,13,15,19,21,24,26,28,29,31,33,36,38,39,41,42,43,45,46,48
3627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3628,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
3629,1,3,4,4,5,5,6,6,7,7,7,8,9,9,9,10,10,10,10,11,11
3630,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3
3631,25,27,28,29,28,28,28,29,29,29,28,28,28,28,28,28,28,27,27,27,27
3632,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3633,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3634,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3
3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3638,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3639,0,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
3640,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
3641,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3652,0,3,4,5,6,7,8,9,9,10,10,11,12,13,13,14,14,15,15,15,16
3653,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
3654,7,6,5,5,5,5,5,5,5,4,4,4,5,5,4,4,4,4,4,4,4
3655,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3656,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
3657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3660,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3
3661,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3663,17,17,16,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,13,13,13
3664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3665,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3666,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3
3667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2
3668,8,9,8,8,8,9,9,9,9,9,8,8,9,9,9,9,8,8,8,8,9
3669,47,44,41,39,39,40,40,39,38,37,37,37,37,37,37,36,35,35,35,35,35
3670,16,15,14,14,14,14,14,13,13,13,13,13,13,13,13,12,12,12,12,12,12
3671,8,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
3672,24,23,22,22,21,21,21,21,20,20,20,19,19,19,19,19,18,18,18,18,18
3673,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3674,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
3675,27,25,22,21,21,21,21,21,20,20,20,20,20,20,20,19,19,18,18,18,19
3676,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
3677,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7
3678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3681,0,6,15,23,29,35,42,46,50,53,57,65,71,74,78,81,84,88,92,93,98
3682,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
3683,82,74,68,66,66,65,65,63,62,60,60,59,60,59,58,57,55,55,55,55,55
3684,0,0,0,2,4,5,6,7,8,9,10,12,13,14,15,16,16,17,18,19,19
3685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3686,0,0,0,1,1,2,2,3,3,3,4,4,5,5,5,6,6,6,6,7,7
3687,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
3688,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
3689,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
3690,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4
3691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3692,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
3693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3698,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,4,4,4
3699,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
